contig_id,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
k127_2279142,Viruses,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132,Unclassified Viruses 132
k127_2279278,Viruses,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus,Unclassified Lawsonella clevelandensis like virus
k127_10871207,Viruses,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133,Unclassified Viruses 133
k127_6136218,Viruses,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus,Unclassified Cercospora beticola like virus
k127_2709538,Viruses,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus,Unclassified Fusobacterium like virus
k127_8717842,Viruses,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134,Unclassified Viruses 134
k127_13871763,Viruses,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135,Unclassified Viruses 135
k127_3584548,Viruses,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136,Unclassified Viruses 136
k127_4018826,Viruses,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus,Unclassified Pinus like virus
k127_14754125,Viruses,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus,Unclassified Pinaceae like virus
k127_11305260,Viruses,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137,Unclassified Viruses 137
k127_568006,Viruses,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138,Unclassified Viruses 138
k127_8723435,Viruses,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139,Unclassified Viruses 139
k127_2293794,Viruses,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140,Unclassified Viruses 140
k127_7029787,Viruses,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus,Unclassified Cucumis melo like virus
k127_12161718,Viruses,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141,Unclassified Viruses 141
k127_9154574,Viruses,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Staphylococcus aureus like virus
k127_7880407,Viruses,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus,Unclassified Solanum like virus
k127_3152239,Viruses,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus,Unclassified Gemella morbillorum like virus
k127_6591742,Viruses,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1
k127_1862113,Viruses,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142,Unclassified Viruses 142
k127_13887974,Viruses,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143,Unclassified Viruses 143
k127_139310,Viruses,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144,Unclassified Viruses 144
k127_1863454,Viruses,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus
k127_5731347,Viruses,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus,Unclassified Leptosphaeria like virus
k127_5731609,Viruses,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus
k127_9159536,Viruses,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus,Unclassified Naegleria fowleri like virus
k127_6157426,Viruses,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145,Unclassified Viruses 145
k127_7456573,Viruses,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146,Unclassified Viruses 146
k127_7887023,Viruses,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus
k127_1010041,Viruses,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147,Unclassified Viruses 147
k127_4467275,Viruses,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148,Unclassified Viruses 148
k127_1010754,Viruses,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149,Unclassified Viruses 149
k127_6598882,Viruses,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus,Unclassified Staphylococcus caprae like virus
k127_13025720,Viruses,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150,Unclassified Viruses 150
k127_1453706,Viruses,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus,Unclassified Moraxella osloensis like virus
k127_13457882,Viruses,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151,Unclassified Viruses 151
k127_1871573,Viruses,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152,Unclassified Viruses 152
k127_2309712,Viruses,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus
k127_14779182,Viruses,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153,Unclassified Viruses 153
k127_9168396,Viruses,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154,Unclassified Viruses 154
k127_8322244,Viruses,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155,Unclassified Viruses 155
k127_6604177,Viruses,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156,Unclassified Viruses 156
k127_9168768,Viruses,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus,Unclassified Acinetobacter pittii like virus
k127_7894712,Viruses,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157,Unclassified Viruses 157
k127_9169595,Viruses,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158,Unclassified Viruses 158
k127_3611112,Viruses,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159,Unclassified Viruses 159
k127_13903044,Viruses,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus
k127_15130953,Viruses,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160,Unclassified Viruses 160
k127_3612048,Viruses,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus,Unclassified Epilithonimonas vandammei like virus
k127_1458401,Viruses,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161,Unclassified Viruses 161
k127_7466767,Viruses,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162,Unclassified Viruses 162
k127_4477112,Viruses,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163,Unclassified Viruses 163
k127_5745780,Viruses,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164,Unclassified Viruses 164
k127_9174179,Viruses,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus
k127_4478548,Viruses,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus
k127_4480766,Viruses,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165,Unclassified Viruses 165
k127_5749426,Viruses,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166,Unclassified Viruses 166
k127_13912037,Viruses,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167,Unclassified Viruses 167
k127_6174607,Viruses,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus,Unclassified Fusobacterium pseudoperiodonticum like virus
k127_5750828,Viruses,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168,Unclassified Viruses 168
k127_7058683,Viruses,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169,Unclassified Viruses 169
k127_2320215,Viruses,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus,Unclassified Homo sapiens like virus
k127_12607396,Viruses,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus,Unclassified Haemophilus parainfluenzae like virus
k127_4901465,Viruses,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170,Unclassified Viruses 170
k127_5754086,Viruses,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus,Unclassified Gemella sanguinis like virus
k127_159961,Viruses,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171,Unclassified Viruses 171
k127_11777253,Viruses,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172,Unclassified Viruses 172
k127_1028736,Viruses,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173,Unclassified Viruses 173
k127_9628099,Viruses,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus,Unclassified Fusobacterium nucleatum like virus
k127_2325808,Viruses,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus,Unclassified Medicago truncatula like virus
k127_12614892,Viruses,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus,Unclassified Lactobacillus iners like virus
k127_12614916,Viruses,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus,Unclassified Staphylococcus warneri like virus
k127_11780415,Viruses,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus,Unclassified Enterococcus cecorum like virus
k127_11345836,Viruses,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174,Unclassified Viruses 174
k127_1887702,Viruses,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175,Unclassified Viruses 175
k127_1031263,Viruses,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176,Unclassified Viruses 176
k127_14801784,Viruses,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177,Unclassified Viruses 177
k127_164071,Viruses,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178,Unclassified Viruses 178
k127_15139237,Viruses,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179,Unclassified Viruses 179
k127_2333030,Viruses,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180,Unclassified Viruses 180
k127_10515536,Viruses,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus,Unclassified Suhomyces tanzawaensis like virus
k127_612011,Viruses,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181,Unclassified Viruses 181
k127_10073251,Viruses,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182,Unclassified Viruses 182
k127_13490028,Viruses,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183,Unclassified Viruses 183
k127_7492625,Viruses,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus,Unclassified Eukaryotic like virus
k127_12208360,Viruses,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus,Unclassified Solanum lycopersicum like virus
k127_5341143,Viruses,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus,Unclassified Pinus taeda like virus
k127_3192693,Viruses,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184,Unclassified Viruses 184
k127_2341148,Viruses,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185,Unclassified Viruses 185
k127_4079145,Viruses,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1,Bovine faeces associated circular DNA virus 1
k127_13069385,Viruses,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus,Unclassified Tetranychus urticae like virus
k127_178555,Viruses,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus,Unclassified Malassezia globosa like virus
k127_2767688,Viruses,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186,Unclassified Viruses 186
k127_2343571,Viruses,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus,Unclassified Cutibacterium acnes  like virus
k127_1903769,Viruses,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187,Unclassified Viruses 187
k127_181587,Viruses,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus,Unclassified Eukaryotic  like virus
